"H3_c12","H3K18ac_c12","H3K27ac_c12","H3K27me3_c12","H3K36me3_c12","H3K4me1_c12","H3K4me3_c12","H3K9ac_c12","H4K5ac_c12","H4K8ac_c12","input_c12","input_c14a","input_c14c","input_c8","wt_H3","wt_H3K18ac","wt_H3K4me1","wt_ZLD","bcd1","cad1","D1","da2","dl3","ftz3","gt2","h1","hb1","hkb1","kni1","kr1","mad2","med2","prdBQ","prdFQ","run1","shn2","slp1","sna1","tll1","twi1","z2"
14,8,27,25,31,14,116,5,15,6,13,18,22,10,19.6,75.48,33.66,49.6,0,0,1.2688,1.18291,1.86755,0,0,0,1.23149,1.94048,0,0,0,1.20147,0,0,0,0,0,0,0,1.30123,1.29285
9,16,12,25,37,13,28,7,16,5,19,18,17,11,34.55,36.63,51,53.32,0,1.49743,1.81059,1.26203,1.83394,0,0,0,0,0,0,1.48966,0,0,0,0,0,0,0,0,0,1.23649,1.26734
12,17,30,42,37,21,100,13,18,7,20,22,21,13,37.05,48.174,98.328,85.56,0,1.58942,1.73051,0,1.76798,0,0,0,0,0,0,1.38806,0,0,0,0,0,0,0,0,0,1.15933,1.26734
17,26,34,7,41,16,40,13,14,5,15,22,19,9,32.35,82.14,53.55,93,0,0,0,0,1.56691,0,0,0,1.23471,0,0,1.65169,0,0,0,0,0,0,0,0,0,0,0
12,26,9,27,41,11,26,12,14,7,17,18,19,9,28.65,59.274,45.9,45.26,0,0,1.21012,0,1.16642,0,0,0,1.32061,0,0,1.65169,0,0,0,0,0,0,0,0,0,0,1.26694
13,5,19,26,9,11,52,8,16,7,23,18,21,11,39.55,41.07,53.04,64.48,0,0,1.19919,0,1.15038,0,0,0,0,0,0,1.40699,0,0,0,0,0,0,0,0,0,1.19495,0
19,24,23,26,33,12,26,13,22,7,22,18,31,8,54,52.17,26.52,57.66,0,0,0,0,1.88323,0,0,0,0,0,0,1.38077,0,0,0,0,0,0,0,0,0,1.27564,1.2655
8,15,21,27,30,20,26,8,14,6,15,15,16,9,19.5,37.74,51,111.6,0,0,1.2923,0,1.2272,0,0,0,1.27605,0,0,1.44091,0,0,0,0,0,0,0,0,0,1.12068,0
15,16,8,31,41,22,59,17,19,7,27,18,30,8,30.9,18.87,63.24,55.8,0,0,0,0,1.2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,15,13,39,43,28,59,17,19,7,19,15,24,10,28.25,43.29,26.52,37.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,30,26,25,2,21,66,15,19,7,29,25,27,11,43.05,104.34,65.28,138.88,0,0,1.2789,1.46454,1.55395,0,0,1.51558,0,0,0,1.28843,0,1.32109,0,0,0,0,0,0,0,1.22676,1.21033
15,14,21,20,37,15,47,18,16,8,26,19,22,10,28.4,47.73,46.92,82.46,0,0,0,1.20016,1.08313,0,0,1.50417,0,0,0,1.26363,0,0,0,0,0,0,0,0,0,0,0
12,6,21,21,37,12,63,6,17,7,20,18,22,11,40.9,47.73,47.94,75.02,0,0,0,0,1.0176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,11,14,30,20,14,35,10,10,5,18,20,20,15,51,32.19,71.4,96.1,0,0,1.1761,1.27293,1.10052,0,0,0,0,0,0,0,1.36531,0,0,0,1.34779,0,0,1.32951,0,1.10627,0
10,13,29,31,11,15,47,9,21,6,19,15,21,15,19.65,57.054,47.94,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,24,31,8,15,26,9,14,6,17,15,21,15,18.45,48.174,48.96,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,5,18,7,15,11,18,7,15,5,19,20,17,9,39.95,49.95,29.58,1.24,0,0,1.57537,1.40516,1.59051,0,0,0,0,0,0,0,0,1.42717,0,0,0,0,1.6432,0,0,1.2874,1.22937
8,5,30,7,0,5,44,7,19,4,13,9,25,5,15.55,27.75,34.68,0,0,0,1.68632,1.40516,1.81262,0,0,0,0,0,0,0,0,1.45955,0,0,0,0,1.78287,0,0,1.31615,0
14,22,24,47,20,13,30,12,19,7,19,19,20,9,40,34.41,58.14,114.08,0,0,1.68632,1.37259,1.8413,0,0,0,0,0,0,0,0,1.38124,0,0,0,0,1.7534,0,0,1.23522,0
13,18,15,22,30,16,30,10,18,6,18,18,20,14,23.85,49.95,41.82,48.98,0,0,0,0,0.986005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,21,47,21,12,30,7,13,6,19,22,23,10,23.85,57.498,37.74,49.6,0,0,0,1.5816,1.65159,0,0,1.6229,0,0,0,0,0,1.30857,0,1.24089,0,0,2.52281,0,0,1.39447,1.30552
15,13,21,65,41,17,61,9,13,5,19,16,20,11,24.55,35.52,53.04,59.52,0,0,1.24164,1.19065,0,1.60479,0,1.41811,0,0,0,0,1.33637,0,0,0,1.38911,0,1.57532,1.50236,0,1.15377,0
18,18,37,29,31,20,78,11,13,3,15,17,24,7,22.55,33.3,27.54,48.36,0,0,1.36767,1.29444,0,1.88522,0,1.65194,0,0,0,0,1.5012,1.25078,0,0,1.56613,0,1.99421,1.3908,0,1.24814,0
13,11,18,36,16,7,44,11,11,4,19,17,16,9,16.65,34.41,77.52,48.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,13,26,27,29,35,54,6,23,11,21,16,26,11,35.25,34.41,22.44,79.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20177,0,0,0,0,0,0,0,0,0
17,9,15,15,28,11,80,7,12,4,17,12,16,11,33.2,54.39,26.52,22.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32535,0,0,0
10,14,24,50,28,16,80,12,12,4,20,16,19,11,27.45,36.63,52.02,22.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,13,24,50,30,18,40,13,15,4,20,16,19,11,27.05,49.95,52.02,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,25,24,20,23,14,33,7,14,7,20,17,20,11,23.65,42.18,56.1,60.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251,0,0,0,0,0,0,0,0,0
17,12,38,36,17,23,42,15,15,8,27,20,24,9,36.75,66.6,48.96,56.42,0,0,0,0,1.09703,0,0,0,0,0,0,0,0,0,0,1.19887,0,0,0,0,0,0,0
16,23,24,29,37,23,63,19,18,5,22,16,21,15,30.85,60.162,38.76,49.6,0,0,1.24584,1.34958,1.06603,0,0,0,0,0,0,0,1.52085,1.08679,1.26207,1.21594,1.51928,0,0,0,0,0,0
18,17,13,11,45,16,85,10,13,5,26,13,20,9,28.5,31.08,12.24,29.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15025,0,0,0,0,0,0,0
15,19,24,19,59,19,63,13,19,12,30,18,32,8,32.8,51.06,71.604,96.72,2.72197,2.03458,4.7309,2.78516,2.70312,0,4.19645,3.15551,1.87702,2.5125,2.00127,2.25785,1.34978,3.10165,2.101,2.51912,1.84488,2.72738,2.56932,0,2.68424,2.43201,0
15,28,24,23,59,28,14,13,13,12,29,20,17,10,47,58.83,70.176,96.72,2.72197,2.03458,4.7309,2.16095,2.70312,0,3.9297,3.15551,1.87702,2.5125,1.98769,2.25785,1.34978,3.10165,2.101,2.51912,1.84488,2.72738,2.56932,0,2.62999,2.43201,0
15,28,23,32,42,33,89,13,18,7,25,18,17,10,41.1,58.83,84.966,179.18,1.44608,1.66929,1.72018,1.95375,1.95905,0,4.52456,3.48129,1.40336,2.44224,0,1.78311,0,2.05069,1.15227,1.15186,0,0,4.67241,0,1.87071,1.7179,0
17,14,17,39,9,9,115,9,10,5,25,22,25,8,23.85,64.38,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32145,0,0,0,1.36543,0,0,0,0,0,0
19,20,10,21,30,13,40,13,29,6,27,31,29,10,39.2,63.27,24.48,84.32,0,0,1.24545,1.24293,1.20052,0,0,1.50311,0,0,0,0,1.38652,1.25499,0,0,1.48111,0,0,0,0,0,0
14,22,15,29,32,26,33,10,13,11,21,25,24,11,25.25,30.192,49.164,75.02,0,0,0,1.2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,35,46,20,18,22,59,10,18,9,24,20,21,10,29.2,51.06,87.72,39.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,32,17,28,23,47,7,26,8,20,23,25,13,40.3,46.62,49.98,31.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,30,20,32,58,10,115,13,18,10,22,19,21,9,30.2,38.85,63.852,97.96,0,0,0,0,1.10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,15,29,12,12,66,16,15,5,25,21,21,11,30.8,25.53,31.62,27.9,0,0,0,0,0,0,0,0,0,0,0,1.31061,0,0,0,0,0,0,0,0,0,0,0
14,25,21,30,8,14,33,12,16,10,17,27,20,13,37.3,44.4,65.28,58.28,0,0,0,0,1.11589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,25,21,36,29,14,49,13,13,10,20,20,20,9,42.6,22.2,65.28,67.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,15,20,27,36,13,47,13,14,7,24,24,23,7,44.55,33.3,32.64,74.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,25,23,20,46,16,35,7,20,7,24,18,27,9,28.1,55.5,64.158,74.71,0,0,0,0,1.15881,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77199,0,0,1.20158,0
14,14,23,16,29,11,21,11,13,9,21,18,24,8,33.35,59.94,60.18,76.88,0,1.99323,1.26433,0,1.07544,0,0,0,0,1.53364,0,0,0,0,0,0,0,0,0,0,0,1.11285,0
16,30,18,46,1,19,21,10,21,9,24,19,25,12,32.45,66.6,34.68,58.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21602
15,30,24,50,17,19,45,8,21,9,24,21,26,12,32.45,39.96,17.34,58.9,0,0,1.20689,1.24574,1.21794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16003,1.21602
10,30,46,58,61,15,89,13,27,14,18,16,26,12,23.15,65.712,124.44,393.08,1.2641,3.34625,2.90336,1.25949,3.43248,0,2.74792,0,2.37127,1.92015,0,3.28542,1.67807,2.52646,1.30281,1.18498,1.45891,0,1.81002,0,2.07334,1.21187,0
5,19,17,58,8,14,35,9,14,8,14,18,16,10,15.4,57.72,76.5,171.12,1.2641,2.7987,3.34524,0,2.58073,0,2.27584,0,2.36398,1.92038,0,2.20026,1.3425,2.1606,1.45181,0,0,0,1.84862,0,2.03945,1.38973,0
13,23,38,21,46,11,82,13,12,6,21,13,26,11,20.95,43.29,66.3,39.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,27,17,27,21,13,96,13,12,6,22,18,28,9,24.4,31.524,42.84,39.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,20,27,48,13,47,7,12,7,19,18,22,10,26.15,24.42,97.92,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,22,12,29,25,20,9,12,18,5,16,17,25,11,27.35,59.274,64.26,61.38,0,0,0,0,0,0,0,0,0,0,0,1.24287,0,1.25108,0,0,0,0,0,0,0,0,0
14,17,18,50,8,18,44,12,15,7,26,21,25,11,26.5,37.74,56.1,61.38,0,0,0,0,0,0,0,0,0,0,0,1.32257,0,0,0,0,0,0,0,0,0,0,1.25912
13,11,19,50,25,19,35,14,19,6,15,19,23,11,29.55,61.05,49.98,44.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22176,0,0,0,0,0,0,1.20284
13,7,18,12,25,24,26,14,19,6,20,18,23,10,30,46.62,49.98,86.18,0,0,0,0,0,0,0,0,0,0,0,1.3139,0,0,0,1.22176,0,0,0,0,0,0,0
17,10,17,32,20,24,47,14,14,7,20,22,26,12,31.35,26.64,31.62,59.52,0,0,0,0,0,0,0,0,0,0,0,1.35916,0,0,0,0,0,0,0,0,0,0,0
10,16,24,15,16,22,35,11,16,6,19,16,18,7,23.2,32.19,48.144,41.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,16,36,27,25,19,89,9,12,8,24,24,21,15,27.25,40.182,51,35.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,18,47,25,15,89,20,20,6,19,21,23,15,34.7,39.96,100.98,55.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,19,41,13,10,47,13,17,5,17,28,20,13,31.95,34.41,39.066,43.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,17,29,41,21,13,52,15,12,5,19,18,32,10,33.7,32.19,102,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,36,10,23,19,13,40,19,12,5,22,31,34,10,33.7,26.64,23.46,97.34,0,0,1.16509,1.31616,1.06569,1.64045,0,1.4351,0,0,0,0,1.32433,0,0,0,0,0,0,0,0,1.14524,0
10,21,44,23,44,13,40,13,18,9,20,26,23,14,30,44.844,76.5,18.6,1.33443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5,21,0,25,10,9,4,5,7,13,9,15,4,3.5,33.3,18.36,27.9,0,1.74603,1.64341,1.54131,1.57157,0,0,0,0,0,0,1.26683,1.38458,2.19791,0,0,1.53196,0,2.06465,0,0,1.48145,0
15,19,25,35,28,15,33,14,21,7,19,18,21,13,19.9,106.116,24.48,19.84,0,2.1494,1.25691,1.23586,1.09796,1.72098,0,0,0,0,0,0,1.30741,0,0,1.20588,1.38911,0,1.53927,0,0,1.15479,0
23,25,36,13,25,21,35,18,17,11,29,21,29,10,34.2,97.68,79.56,136.4,0,0,1.55302,1.65004,2.20303,0,0,0,0,0,0,0,0,1.31455,1.29816,1.15976,0,0,1.57429,0,0,1.32844,1.39984
19,18,9,35,20,10,47,9,15,7,23,26,18,8,17.45,26.64,33.66,50.84,0,1.69644,1.57828,1.24582,1.63848,0,0,0,0,1.59895,0,0,0,1.13053,0,1.20966,0,0,1.58134,0,0,1.20766,1.17239
21,9,14,1,67,18,80,5,18,11,17,19,24,10,33.45,67.71,62.22,16.12,0,0,1.24221,0,1.13958,0,0,0,0,0,0,0,1.25171,0,0,0,0,0,0,0,0,0,0
13,20,13,16,0,11,7,10,15,3,13,30,23,6,26.15,7.437,33.66,35.96,0,0,0,1.29025,1.08217,0,0,0,0,0,0,0,1.35783,0,1.27026,1.15465,0,0,4.95685,0,0,0,0
14,14,18,40,43,14,59,17,16,8,19,20,22,13,29.7,21.534,73.44,61.38,0,0,0,1.28102,1.08574,0,0,0,0,0,0,0,1.3224,0,1.7402,1.83362,0,0,1.64676,0,0,0,0
12,12,31,31,26,10,59,17,17,7,20,18,24,10,25.65,54.39,81.6,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,20,15,36,15,12,61,13,17,11,22,20,28,9,21.7,62.16,81.6,37.2,0,0,0,0,1.15149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14012,0
20,21,17,7,10,12,59,18,21,11,20,22,23,7,34.7,48.84,49.98,66.34,0,0,1.26297,0,0.989269,0,0,0,0,0,0,0,1.35516,1.39465,0,0,1.37812,0,0,0,0,1.15862,0
19,27,17,16,29,10,66,18,16,6,23,25,21,13,36.3,46.62,22.44,117.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43348,0,0,0,0,0,0,0,0,0
16,27,28,27,19,15,26,8,19,6,21,18,22,13,26.85,33.3,47.94,30.38,0,0,0,0,1.08366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,24,20,30,15,42,16,19,5,21,23,22,10,32.6,26.64,92.82,69.44,0,0,0,0,1.24425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,28,24,31,33,12,78,12,13,6,19,21,25,8,26.65,24.42,39.78,79.98,0,0,0,0,1.24425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,23,56,27,22,23,12,10,6,29,19,26,13,22.9,29.97,43.86,30.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,14,21,22,8,12,18,15,15,5,19,18,24,11,30.9,36.63,25.5,39.68,0,0,0,0,0,0,0,0,0,0,0,0,1.35146,1.45907,0,1.21613,0,0,0,0,0,0,0
13,6,17,21,18,18,30,10,12,6,18,17,20,12,26.85,22.2,22.44,57.04,0,0,0,0,1.41324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,23,13,18,17,15,23,14,12,7,27,25,25,10,28.05,12.21,37.74,84.32,0,0,0,0,1.25929,0,0,0,0,0,0,1.29636,0,0,0,0,0,0,0,0,0,1.15686,0
11,64,36,39,25,20,40,27,19,15,21,19,22,11,25.4,107.448,84.66,1006.51,0,12.3125,15.4034,2.24183,5.00554,1.58411,7.33402,3.72805,6.79329,6.76463,4.78941,9.08265,0,4.58432,0,1.26114,1.68011,0,1.62162,1.65972,6.37969,4.76815,0
10,25,47,40,4,23,26,26,15,16,15,19,18,9,12.5,42.18,197.064,339.574,0,4.3867,3.08601,1.90799,8.7099,0,4.35198,1.46426,2.93084,2.66049,0,2.84068,1.30294,4.62981,1.65068,1.86747,1.56915,0,1.72034,0,2.03511,1.83528,1.98252
17,35,32,34,27,28,61,15,21,16,26,24,28,8,30.05,48.618,91.8,84.94,0,4.63363,1.55212,1.35494,1.87083,0,1.99004,0,0,1.4036,0,1.56048,1.26969,1.39105,0,0,1.34504,0,0,0,0,3.61866,0
16,34,47,36,33,32,37,15,23,17,20,24,28,9,31.2,72.15,91.086,91.14,0,3.08605,1.32042,1.20585,1.29463,0,1.7598,0,0,0,0,1.44089,0,1.1666,0,0,0,0,0,0,0,1.70156,0
18,23,14,41,29,10,33,13,22,14,25,25,23,10,29.15,40.848,61.2,90.52,0,2.17957,1.71941,7.8508,1.62696,2.82971,1.85266,1.49885,0,0,0,1.59338,1.39251,1.77768,3.67982,4.74826,6.85958,0,1.94174,0,2.11268,4.16448,0
16,35,25,41,37,30,40,11,21,12,22,20,25,9,30.1,58.83,75.378,97.96,0,1.56564,1.23464,1.25006,1.25905,0,0,1.39238,0,1.39907,0,0,1.27641,0,0,0.999034,1.38984,0,1.57837,0,1.92648,1.17169,0
18,25,29,25,43,15,66,14,18,16,21,24,26,16,36.65,69.93,92.82,122.76,0,3.25379,2.56076,1.57371,2.99747,0,1.86312,0,0,0,0,1.80923,1.354,1.49406,1.41644,1.5761,0,0,0,0,2.08831,1.82871,1.32891
9,6,14,40,23,5,70,11,12,11,19,18,17,8,17.95,35.52,39.78,66.34,0,0,1.97218,0,1.74528,0,0,0,0,0,0,0,0,1.67653,0,0,0,0,0,0,0,1.17718,1.2002
7,12,10,31,16,16,70,7,16,5,15,12,21,11,15.15,34.41,55.08,66.96,0,0,0,0,1.06815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,13,36,16,11,58,11,16,5,16,22,22,8,13,31.08,55.08,57.04,0,0,0,0,0.925115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,32,13,30,22,47,17,16,7,24,21,25,11,26.4,44.4,82.62,44.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,24,32,50,30,29,104,8,19,5,24,18,20,8,28.75,43.29,30.6,54.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,13,26,15,12,15,35,8,18,6,22,16,28,11,31.5,46.176,42.84,47.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,15,16,20,35,14,13,18,6,21,21,23,11,28.35,53.28,60.18,42.16,0,0,0,0,0,0,0,0,0,1.48964,0,1.48519,0,0,0,0,0,0,0,0,0,0,0
14,9,17,16,33,17,7,11,27,7,21,29,22,11,28.35,39.96,50.592,38.44,0,0,1.21282,0,1.1079,0,0,0,0,1.48964,0,1.63759,0,1.24266,0,0,0,0,0,0,0,0,0
14,16,17,34,16,16,56,10,27,8,25,29,21,12,26.95,85.47,70.38,40.92,0,0,1.15475,0,1.05188,0,0,0,0,0,0,0,0,1.22174,0,0,0,0,0,0,0,0,0
13,19,20,19,21,11,80,13,15,7,20,19,23,10,26.65,29.97,70.38,166.78,0,2.74793,2.19252,0,4.27004,0,0,0,2.3208,2.2495,0,2.35945,0,2.74253,0,1.18638,0,0,2.07516,0,0,0,1.23298
14,30,19,15,11,21,80,17,19,9,20,27,20,12,16.5,36.297,145.86,166.78,0,2.74793,2.19252,1.21472,4.27004,0,3.04771,0,2.3208,2.2495,0,2.35945,0,2.74253,0,1.19017,0,0,2.06512,0,0,3.13022,1.38406
12,23,16,30,8,22,87,14,19,5,20,24,26,14,36.1,55.5,45.9,71.3,1.31762,0,0,0,1.11121,0,0,0,0,1.76511,0,0,0,0,0,0,0,0,0,0,0,1.12316,0
19,26,30,37,19,15,37,13,16,9,26,28,24,11,25.7,52.17,93.84,82.46,0,1.89376,2.03766,4.99867,2.45963,0,1.85823,0,1.23482,1.59101,0,1.66328,1.3078,2.2028,1.48597,1.4027,1.82084,0,2.79703,0,1.96907,4.77598,1.41974
15,23,20,7,7,14,37,13,19,9,19,19,24,11,22.2,56.61,94.248,44.64,0,1.90414,2.03766,4.99867,2.45963,0,1.85823,0,1.3105,1.59101,0,1.66328,1.3078,2.2028,1.48597,1.4027,1.82084,0,2.79703,0,1.96907,4.77598,1.41974
6,14,4,30,11,16,59,5,14,4,14,21,14,6,15,42.18,44.88,55.8,1.3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,10,7,15,7,23,4,10,3,19,22,27,11,28.3,15.54,44.88,20.336,1.26855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,15,17,23,14,12,44,12,16,7,22,20,23,10,31.05,64.158,37.74,53.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,7,25,13,1,14,21,10,21,7,21,20,16,10,27.3,59.94,29.58,30.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,18,6,38,11,18,13,12,5,15,15,24,11,31.65,20.424,27.948,50.22,0,0,0,0,0.986971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,19,34,16,41,17,66,18,19,9,22,27,21,11,23.95,55.5,44.88,55.8,1.27007,0,0,0,1.03397,0,0,0,0,0,0,0,0,1.00544,0,0,0,0,0,0,0,1.02348,1.1589
14,20,26,32,71,19,63,18,19,11,27,21,24,11,23.95,97.125,79.254,55.8,1.27007,0,0,0,1.41373,0,0,0,0,0,0,0,1.23911,1.38437,0,0,0,0,0,0,0,1.39283,1.27051
18,19,46,31,37,37,66,11,20,17,20,24,23,16,33.5,46.62,41.208,59.52,0,0,1.67405,0,1.78751,0,0,0,0,1.40535,0,1.30964,1.31978,2.11582,0,0,0,0,1.49612,0,0,1.10484,1.21264
14,21,25,49,10,19,23,13,15,13,22,19,20,12,45.6,140.748,268.26,523.342,1.38522,2.76088,2.52294,3.49706,4.26786,1.29894,2.47245,1.49133,1.80788,2.61485,0,3.407,1.29015,3.67656,1.83972,2.0111,1.56809,2.00495,1.58467,1.22637,2.58919,5.81545,1.3835
10,32,49,29,21,11,47,16,15,15,22,27,18,15,30.45,140.748,370.566,1958.08,2.17804,5.4971,5.69515,6.65338,6.81147,2.45628,4.76947,1.87503,2.07804,5.08468,2.41346,3.91668,1.43047,7.36069,2.80498,3.08446,2.06567,4.18964,2.36401,2.43716,6.39374,6.46804,1.3835
18,26,53,51,43,21,73,14,17,13,29,27,21,13,34.7,142.635,98.94,158.224,0,0,1.69806,2.31684,1.50279,0,1.79505,0,0,1.53393,0,1.43812,0,1.48477,0,0,0,0,0,0,0,1.66009,0
9,18,30,17,33,26,56,8,15,5,10,19,17,8,16.85,37.74,69.054,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,10,19,32,18,5,44,8,15,8,25,22,22,9,28.75,24.642,11.22,32.86,0,0,0,0,0,0,0,0,0,0,0,1.71639,0,0,0,0,0,0,0,0,0,0,0
8,19,9,29,0,14,18,10,19,5,15,23,22,7,16.75,49.95,40.8,69.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28852
11,23,25,20,46,7,21,11,15,7,25,19,29,11,23,32.19,32.64,26.66,0,1.6729,1.26488,1.39906,1.65146,0,0,0,0,0,0,0,0,1.31348,0,0,0,0,0,0,0,1.52821,1.2551
15,24,17,29,18,6,75,14,16,10,24,27,27,11,30.5,87.912,42.84,108.376,0,0,0,1.19189,1.08362,0,0,0,0,0,0,1.16456,0,0,0,0,0,0,0,0,0,0,0
11,28,21,27,4,14,33,13,16,9,15,19,22,8,21,42.18,42.84,68.82,0,0,1.44263,1.28214,1.22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08417,0
10,15,18,17,7,13,73,11,17,10,24,21,19,9,22.8,74.37,54.57,80.6,1.2736,0,1.44889,1.00793,1.24149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17505,1.2342
11,28,41,29,42,12,44,8,12,6,24,16,21,10,21.05,57.165,68.34,58.28,0,1.83905,0,0,0,0,0,0,0,0,0,0,0,0,1.08546,0,0,0,0,0,0,0,0
16,17,21,34,37,11,26,18,11,6,20,24,18,12,31.75,54.39,51,12.4,0,0,1.29976,1.19009,1.06543,0,0,0,0,0,0,0,0,0,0,1.13662,0,0,0,0,0,1.10607,0
11,18,18,26,8,11,61,13,18,11,25,27,23,14,37,69.93,86.292,252.96,0,1.82399,1.58502,1.32917,3.59588,0,2.60832,0,0,0,0,1.47146,0,1.68746,0,0,0,0,0,0,0,1.24476,1.25575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,18,18,26,29,18,61,13,17,11,25,22,30,16,37,82.362,103.02,188.48,1.29047,1.70954,2.36991,1.86119,4.30537,0,2.60832,1.70332,1.74544,0,0,1.4615,0,2.38086,1.31072,1.28867,0,0,2.60696,1.59306,1.98382,1.79641,1.34661
0,0,1,0,0,1,0,2,0,0,0,3,1,0,0.5,0,3.06,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
